Topic,Words,Frequency,Timestamp,Name
449,"floor, minutes, respond, two, give",5,2022-03-01 18:40:00,449_floor_minutes_respond_two
450,"meeting, length, 10th, 4th, longer",8,2022-03-01 18:40:00,450_meeting_length_10th_4th
451,"book, green, challenges, fitting, likewise",5,2022-03-01 18:40:00,451_book_green_bookwork_energy
453,"approve, annex, doesn, followed, senate",2,2022-03-01 18:40:00,453_approve_annex_doesn_followed
454,"starving, hungry, approaching, undernourished, food",11,2022-03-01 18:40:00,454_starving_food_noodles_hungry
455,"157, reads, already, effect, 1992",3,2022-03-01 18:40:00,455_effect_already_comes_into
457,"comments, minutes, approved, were, since",1,2022-03-01 18:40:00,457_comments_minutes_approved_were
458,"day, choir, celebrated, flag, walk",5,2022-03-01 18:40:00,458_day_stress_homophobia_celebrated
460,"suffix, question, senator, thank, archery",9,2022-03-01 18:40:00,460_question_senator_thank_word
461,"litre, petrol, diesel, per, eur",20,2022-03-01 18:40:00,461_litre_petrol_diesel_per
462,"debt, 226, 152, net, relative",2,2022-03-01 18:40:00,462_debt_gdp_2026_net
463,"intend, intervene, representative, avail, reply",12,2022-03-01 18:40:00,463_intend_representative_intervene_repl...
464,"answer, thank, senator, you, for",12,2022-03-01 18:40:00,464_answer_thank_senator_you
465,"innovation, technology, keen, behavioral, lifestyle",3,2022-03-01 18:40:00,465_innovation_epidemic_icelandic_icelan...
466,"word, used, acronym, borig, dolling",11,2022-03-01 18:40:00,466_word_acronym_words_used
467,"dog, dogs, cat, pet, owners",29,2022-03-01 18:40:00,467_dog_dogs_cat_pet
468,"warfare, war, stress, thankful, brag",11,2022-03-01 18:40:00,468_war_warfare_wars_shelter
469,"intervention, interventions, testing, programming, ignored",9,2022-03-01 18:40:00,469_interventions_intervention_tension_m...
470,"9000, substitute, 5th, entirely, permanent",1,2022-03-01 18:40:00,470_5th_81_contrary_expressed
471,"inquiry, thank, restoring, tackle, senator",4,2022-03-01 18:40:00,471_inquiry_thank_senator_you
472,"political, bickering, politics, decision, landmark",4,2022-03-01 18:40:00,472_political_decision_politics_militari...
473,"thank, answers, answer, senator, you",9,2022-03-01 18:40:00,473_answer_thank_answers_senator
474,"constitution, touching, thickener, thatthe, gently",14,2022-03-01 18:40:00,474_constitution_touching_charter_adapta...
475,"hot, foot, cold, water, standing",1,2022-03-01 18:40:00,475_hot_water_cold_warm
476,"communications, telecommunication, microsoft, networks, telecommunications",11,2022-03-01 18:40:00,476_communications_telecommunications_te...
478,"wetlands, recovery, emissions, carbon, advanced",24,2022-03-01 18:40:00,478_wetlands_recovery_carbon_emissions
479,"education, suggest, general, committee, bill",7,2022-03-01 18:40:00,479_education_suggest_general_committee
480,"valve, helsinki, profiles, incompatibility, legislatures",3,2022-03-01 18:40:00,480_profiles_incompatibility_obligations...
482,"emissions, pulled, 55, 2030, accounts",3,2022-03-01 18:40:00,482_emissions_55_2030_reduction
483,"explanation, speak, ask, vote, you",4,2022-03-01 18:40:00,483_explanation_speak_ask_vote
484,"enlisted, iannone, speak, bishops, lannotti",5,2022-03-01 18:40:00,484_enlisted_speak_iannone_he
485,"unacceptable, queers, sexes, acceptable, crew",8,2022-03-01 18:40:00,485_unacceptable_acceptable_situation_ok...
486,"conclude, shall, mr, president, finally",3,2022-03-01 18:40:00,486_conclude_shall_mr_president
487,"distributing, 5th, opinions, inform, standing",6,2022-03-01 18:40:00,487_5th_opinions_standing_1st
488,"clantic, gothal, káledran, lava, disturbed",1,2022-03-01 18:40:00,488_lakes_shire_activation_protective
489,"elections, commissioned, affected, regulations, campaigns",3,2022-03-01 18:40:00,489_iceland_bill_contract_regulations
490,"party, parties, thinks, rising, advance",4,2022-03-01 18:40:00,490_party_parties_soliciting_dinner
491,"personal, choices, decision, wondering, choice",5,2022-03-01 18:40:00,491_choice_choices_decision_sealy
492,"soil, soils, binding, nutrients, unpolluted",5,2022-03-01 18:40:00,492_soil_soils_nutrients_consumption
493,"side, west, bright, north, south",2,2022-03-01 18:40:00,493_north_side_4th_1st
494,"virus, outbreaks, inquiry, italy, shed",4,2022-03-01 18:40:00,494_virus_italy_pandemic_charter
495,"child, waiting, unborn, olds, civilized",5,2022-03-01 18:40:00,495_child_children_waiting_wait
496,"text, simultaneous, refer, commissions, vote",4,2022-03-01 18:40:00,496_simultaneous_text_tabled_commissions
497,"farmers, electricity, horticulture, garden, vegetable",7,2022-03-01 18:40:00,497_farmers_electricity_gardening_electr...
498,"commissions, text, tabled, simultaneous, refer",8,2022-03-01 18:40:00,498_tabled_commissions_simultaneous_text
499,"hydroelectric, copasir, concessions, regime, protectionist",2,2022-03-01 18:40:00,499_hydroelectric_concessions_renewal_de...
500,"dragons, week, read, said, again",2,2022-03-01 18:40:00,500_dragons_dragon_disease_centrists
501,"energy, recovery, autonomy, fund, iberian",9,2022-03-01 18:40:00,501_recovery_energy_fund_autonomy
502,"golden, power, instrument, powers, discipline",11,2022-03-01 18:40:00,502_golden_power_discipline_extended
503,"positive, salami, wrongdoing, appreciation, open",9,2022-03-01 18:40:00,503_positive_salami_diminish_wrongdoing
504,"distinction, financing, equipment, picture, necessarily",5,2022-03-01 18:40:00,504_difference_indistinguishable_content...
507,"78th, suggests, changes, bill, touches",6,2022-03-01 18:40:00,507_changes_suggests_bill_intertranslati...
509,"ride, commend, chair, though, taking",1,2022-03-01 18:40:00,509_committee_thank_job_welfare
510,"surrendered, president, cookies, jinping, cafeteria",8,2022-03-01 18:40:00,510_propose_respected_referred_affairs
511,"sweden, norway, denmark, swedes, valves",9,2022-03-01 18:40:00,511_norway_sweden_denmark_norwegians
512,"security, national, unchangeable, static, 2005",10,2022-03-01 18:40:00,512_security_national_abused_unchangeabl...
513,"civilians, victims, deaths, explosives, civilian",7,2022-03-01 18:40:00,513_casualties_civilian_victims_deaths
514,"appealed, court, district, appeal, 22nd",6,2022-03-01 18:40:00,514_court_appealed_judgment_supreme
515,"minutes, 93, features, five, ruling",2,2022-03-01 18:40:00,515_minutes_explanations_five_allocated
516,"1900, astronomy, inequities, unrealistic, hunger",5,2022-03-01 18:40:00,516_prosperity_developing_countries_popu...
517,"loneliness, cute, lonely, isolation, counteracting",11,2022-03-01 18:40:00,517_loneliness_isolation_lonely_cute
518,"mas, dal, response, minutes, speak",1,2022-03-01 18:40:00,518_response_minutes_cucca_speak
519,"weather, snow, winter, wintertime, lowness",12,2022-03-01 18:40:00,519_weather_winter_snow_wintertime
520,"reading, shallowness, resented, measuring, 53",3,2022-03-01 18:40:00,520_reading_read_skills_children
521,"thought, lot, big, arms, moment",4,2022-03-01 18:40:00,521_thought_lot_playsheet_abouttheclimat...
522,"fictitious, lots, impedance, subdivision, cables",2,2022-03-01 18:40:00,522_cables_cord_electrical_ground
525,"approve, annex, doesn, followed, senate",1,2022-03-01 18:40:00,525_approve_annex_doesn_followed
526,"please, respond, truth, spirit, knowledge",2,2022-03-01 18:40:00,526_please_respond_thank_much
528,"bio, abroad, decide, minimize, transfers",2,2022-03-01 18:40:00,528_live_abroad_coercive_settle
529,"uh, no, really, huh, well",4,2022-03-01 18:40:00,529_uh_no_well_really
531,"succeed, submitted, 151th, 151st, legislature",4,2022-03-01 18:40:00,531_151th_submitted_succeed_previously
532,"mistakes, mistake, okay, learn, obsession",10,2022-03-01 18:40:00,532_mistakes_mistake_learn_repeat
533,"31, march, emergency, covid, shamelessly",7,2022-03-01 18:40:00,533_emergency_covid_31_march
534,"thursday, march, question, place, presence",6,2022-03-01 18:40:00,534_thursday_question_place_presence
535,"unchanged, remanded, closing, remains, indications",3,2022-03-01 18:40:00,535_unchanged_submitted_remain_bill
538,"respect, disguised, playoffs, hawk, dove",6,2022-03-01 18:40:00,538_respect_honor_responds_disguised
539,"comments, minutes, approved, were, since",4,2022-03-01 18:40:00,539_comments_minutes_approved_were
541,"remaining, agendas, amendments, set, out",1,2022-03-01 18:40:00,541_remaining_amendments_foreclosed_set
542,"lithuania, drivers, job, page, apartment",1,2022-03-01 18:40:00,542_multicultural_reception_facility_cou...
543,"resources, infinite, multiplication, dispersive, expressive",6,2022-03-01 18:40:00,543_resources_enough_infinite_resource
544,"loans, consumer, consumers, mortgages, estate",25,2022-03-01 18:40:00,544_loans_consumer_consumers_mortgages
545,"crowns, crown, poorest, bound, exclusively",4,2022-03-01 18:40:00,545_crown_crowns_gang_liquid
547,"permission, says, report, president, with",1,2022-03-01 18:40:00,547_permission_says_report_president
548,"hospital, approximately, space, swarms, landskeeper",4,2022-03-01 18:40:00,548_hospital_hospitals_growth_expected
551,"landsnet, distant, transportation, west, southnes",1,2022-03-01 18:40:00,551_southnes_line_landsnet_kv
552,"representative, resolutions, motions, call, comment",2,2022-03-01 18:40:00,552_representative_motions_resolutions_o...
553,"greenland, faeroe, islands, cooperation, ventures",5,2022-03-01 18:40:00,553_greenland_faeroe_islands_cooperation
554,"answer, thank, senator, you, for",7,2022-03-01 18:40:00,554_answer_thank_senator_you
555,"refugees, arrival, assume, considerable, show",2,2022-03-01 18:40:00,555_refugees_senator_reservation_derided
556,"superficial, punish, murder, fines, error",1,2022-03-01 18:40:00,556_murder_road_code_589
557,"correctly, delight, grand, nobody, missed",5,2022-03-01 18:40:00,557_option_outset_lack_dissuade
558,"hygiene, nutrition, hospital, nurse, thereafter",5,2022-03-01 18:40:00,558_hospital_patients_patient_providers
559,"agendas, accepted, confirms, rewording, lega",4,2022-03-01 18:40:00,559_agendas_agenda_accepted_accepts
560,"monument, monuments, declaration, heritage, cultural",12,2022-03-01 18:40:00,560_monument_declaration_monuments_cultu...
563,"clear, buried, conventional, 51, coast",10,2022-03-01 18:40:00,563_clear_avest_qa_really
564,"comment, representative, rapporteurs, agendas, invite",1,2022-03-01 18:40:00,564_comment_representative_rapporteur_am...
565,"pray, scallop, writing, want, senator",12,2022-03-01 18:40:00,565_pray_scallop_writing_want
566,"ultrasound, developing, seen, virus, ve",1,2022-03-01 18:40:00,566_virus_ultrasound_variant_disease
567,"speech, thank, excellent, senator, good",12,2022-03-01 18:40:00,567_speech_thank_senator_excellent
568,"league, hospitality, machinery, activities, zone",3,2022-03-01 18:40:00,568_league_impediment_concessionaire_pro...
569,"caution, promptly, threatened, guard, animals",5,2022-03-01 18:40:00,569_caution_careful_slippage_cautionary
570,"roma, pathologists, asl, speech, neuropsychiatris",4,2022-03-01 18:40:00,570_pathologists_speech_roma_asl
571,"box, shaded, tests, analyzed, boxes",5,2022-03-01 18:40:00,571_box_sideds_stunning_frame
572,"akureyri, university, technical, studies, education",13,2022-03-01 18:40:00,572_akureyri_university_studies_technica...
573,"declare, open, discussion, general, special",6,2022-03-01 18:40:00,573_declare_open_discussion_general
574,"folk, voted, mistake, membership, chair",2,2022-03-01 18:40:00,574_voted_favour_mistake_vote
575,"congress, minute, session, speaking, officials",12,2022-03-01 18:40:00,575_congress_speaking_minute_officials
576,"agriculture, unanimously, colleagues, promoter, farmers",5,2022-03-01 18:40:00,576_agriculture_vallardi_colleagues_unan...
577,"china, represses, uighurs, dictatorism, chinese",8,2022-03-01 18:40:00,577_china_chinese_aggressive_covid
579,"tempered, course, turning, introduction, classes",6,2022-03-01 18:40:00,579_course_a4_straighten_tempered
580,"justice, institute, refuses, civil, law",12,2022-03-01 18:40:00,580_justice_institute_law_refuses
581,"registered, she, speak, faggi, petris",6,2022-03-01 18:40:00,581_registered_she_faggi_speak
582,"torture, responds, defense, comments, commission",1,2022-03-01 18:40:00,582_suggests_agreed_changes_outlined
583,"unnatural, normal, crazy, nothing, abnormal",11,2022-03-01 18:40:00,583_normal_unnatural_crazy_weird
584,"idea, good, think, approach, pretty",7,2022-03-01 18:40:00,584_idea_good_approach_think
585,"security, 2016, national, policy, categorian",13,2022-03-01 18:40:00,585_security_2016_national_policy
586,"suðvest, 13th, tenth, late, morning",2,2022-03-01 18:40:00,586_suðvest_12th_9th_re
587,"microenergy, combustions, pensioners, calculate, agent",1,2022-03-01 18:40:00,587_microenergy_pensioners_pension_age
588,"ita, airways, alitalia, company, carrier",6,2022-03-01 18:40:00,588_ita_alitalia_airways_company
590,"suicide, suicides, 39, spacelessness, 429",6,2022-03-01 18:40:00,590_suicide_suicides_disease_47
591,"ntsb, observation, refuse, violated, deliver",3,2022-03-01 18:40:00,591_ntsb_returns_blanks_personalisation
592,"story, thank, much, very, minister",2,2022-03-01 18:40:00,592_story_thank_much_very
593,"cemetery, practically, forts, staglieno, genoese",1,2022-03-01 18:40:00,593_cemetery_ashes_buried_dead
594,"covid, requisite, subsidized, mental, psychologist",2,2022-03-01 18:40:00,594_mental_health_explode_bells
595,"price, tranquility, bet, prices, rises",9,2022-03-01 18:40:00,595_price_prices_rises_bet
598,"treatment, microdose, therapy, intravenous, fluids",6,2022-03-01 18:40:00,598_treatment_forbidden_treatments_micro...
599,"screening, screenings, stress, file, entrovert",12,2022-03-01 18:40:00,599_screening_stress_screenings_ease
601,"binetti, registered, speak, misiani, senator",4,2022-03-01 18:40:00,601_binetti_registered_speak_biti
602,"declare, debate, closed, willingness, communications",5,2022-03-01 18:40:00,602_declare_closed_debate_willingness
603,"compare, hesitations, twofold, impressive, shoulder",5,2022-03-01 18:40:00,603_compare_comparisons_comparison_clean
604,"enlisted, pirro, lonardo, she, speak",2,2022-03-01 18:40:00,604_enlisted_she_speak_pirro
605,"big, deal, strokes, memories, possibilities",4,2022-03-01 18:40:00,605_big_deal_movie_town
606,"jam, commitment, clear, regulatory, nice",6,2022-03-01 18:40:00,606_commitment_stress_uniquely_clear
607,"meeting, board, didn, meter, midnight",6,2022-03-01 18:40:00,607_meeting_eastfield_board_saturday
608,"apology, stress, apologize, sorry, punk",5,2022-03-01 18:40:00,608_apology_apologize_stress_sorry
609,"regions, lance, disarray, breath, governmental",6,2022-03-01 18:40:00,609_regions_stress_regional_lance
610,"efta, 29th, convention, network, developed",1,2022-03-01 18:40:00,610_efta_court_logical_icesave
611,"amending, overburden, principles, guiding, tried",2,2022-03-01 18:40:00,611_text_modified_amending_amendments
612,"legalization, forbidden, alcohol, addicted, purchased",4,2022-03-01 18:40:00,612_legalization_legalize_legalized_bioa...
614,"culture, commercialism, earths, element, intangible",10,2022-03-01 18:40:00,614_culture_classical_christian_commerci...
615,"poverty, children, homework, visits, richest",3,2022-03-01 18:40:00,615_poverty_children_poor_grandfather
616,"yes, answer, definitely, terms, hard",5,2022-03-01 18:40:00,616_yes_answer_question_simple
617,"grain, ukraine, wheat, russia, bread",9,2022-03-01 18:40:00,617_grain_ukraine_wheat_russia
618,"chores, 21, parent, until, household",11,2022-03-01 18:40:00,618_chores_child_age_old
621,"meetings, meeting, conference, longer, resent",12,2022-03-01 18:40:00,621_conference_meetings_meeting_longer
622,"executives, agents, voters, whining, yeah",8,2022-03-01 18:40:00,622_executives_managers_agents_managemen...
624,"afghanistan, taliban, overspoken, regained, trampled",7,2022-03-01 18:40:00,624_afghanistan_taliban_americans_oversp...
625,"representative, call, government, knows, turn",6,2022-03-01 18:40:00,625_representative_call_government_stewa...
