Topic,Count,Name,Representation,Representative_Docs
203,70,203_giovanardi_renzi_68_giarrusso,"['giovanardi', 'renzi', '68', 'giarrusso', 'immunities', 'prosecutor', 'senator', 'parliamentary', 'florence', 'proceedings']","['I would remind you that the Council of Parliamentary Elections and Immunities has decided, by a majority, to propose to the Assembly to decide that the statements made by Senator Mario Michele Giarrusso constitute opinions expressed by a member of Parliament in the performance of its duties and therefore fall under the hypothesis referred to in the first paragraph of Article 68 of the Constitution.', ""I would like to point out that the Council's proposal for elections and parliamentary immunity to decide by simultaneous ballot that the statements made by Carlo Amedeo Giovanardi, Senator at the time of the events, are opinions expressed by a Member of Parliament in the performance of his duties and therefore fall under the first paragraph of Article 68 of the Constitution."", 'I would remind you that the Council of Parliamentary Elections and Immunities decided, by a majority, to propose to the Assembly that the statements made by Carlo Amedeo Giovanardi, Senator at the time of the events, constitute opinions expressed by a Member of Parliament in the performance of his duties and therefore fall under the first paragraph of Article 68 of the Constitution.']"
204,70,204_wood_land_shallow_forestry,"['wood', 'land', 'shallow', 'forestry', 'healing', 'practical', 'woods', 'use', 'forest', 'experimenting']","['But then, at the same time, we need to build the wood around the country, and we have done well there.', 'We need to add the wood, and this is part of it.', ""It's more like we don't have enough wood, we're out of wood and the public system.""]"
205,69,205_arch_trajan_benevento_traiano,"['arch', 'trajan', 'benevento', 'traiano', 'monument', 'via', 'roman', 'emperor', 'symbol', 'traiana']","['Today we are about to vote in favour of the declaration of a national monument to the Arch of Trajan.', 'The Arch of Traiano is the symbol of the city of Benevento and in a certain way represents its identity.', ""I'll take you to see the Arch of Trajan!""]"
206,69,206_quarter_credit_gas_incurred,"['quarter', 'credit', 'gas', 'incurred', 'tax', 'electricity', '2022', 'charges', 'purchase', 'companies']","['Article 18 provided for a contribution, still in the form of a tax credit, for the purchase of fuels for the exercise of agricultural and fisheries activities, equal to 20% of the expenditure incurred in the first quarter of 2022.', 'In particular, Article 3 provided for a contribution, in the form of a tax credit, to undertakings for the purchase of electricity, equal to 12% of the expenditure incurred in the second quarter of 2022.', 'The tax credit of 20% of the expenditure incurred for the purchase of fuel for fishing enterprises is also extended to the second quarter of 2022.']"
207,69,207_roll_simultaneous_tabled_refer,"['roll', 'simultaneous', 'tabled', 'refer', 'call', 'vote', 'amendment', 'commission', 'commissions', 'by']","['I would like to refer to the roll-call vote by simultaneous vote on amendment 7.30, tabled by the Commission.', 'I would like to refer to the roll-call vote by a simultaneous vote on amendment 8.30 tabled by the Commission.', 'I would like to refer to the roll-call vote by simultaneous vote of amendment 9.0.1, tabled by the Commission.']"
208,69,208_reykjavík_city_airport_capital,"['reykjavík', 'city', 'airport', 'capital', 'reykjavíkurburg', 'move', 'construction', 'area', 'mayor', 'transportation']","['In this context, take, for example, the city of Reykjavík.', 'This is then the city of Reykjavík.', ""That's 5 for the city of Reykjavík.""]"
209,69,209_policy_policies_plan_miss,"['policy', 'policies', 'plan', 'miss', 'displayed', 'entrance', 'vision', 'engulf', 'lack', 'ivass']","[""There's a plan to do something, it's not a policy."", 'But that is not to say that there is no policy.', 'In this policy, there is clear policy.']"
210,69,210_recommend_hereby_legalize_correct,"['recommend', 'hereby', 'legalize', 'correct', 'laws', 'bill', 'change', 'committee', 'legalise', 'greater']","['I hereby recommend a bill to legalize various tax and tax laws.', 'I recommend a bill to correct the change of foreign law.', 'I recommend here for a bill to correct a change in the P.R. law.']"
211,69,211_blood_transfusion_transfusions_donate,"['blood', 'transfusion', 'transfusions', 'donate', 'sexual', 'orientation', 'plasma', 'sex', 'gays', 'donation']","['It was also added to the operation on the change in blood transfusion regulations aimed at eliminating the discrimination of blood transfusions on the basis of sexual orientation.', 'I am now under discussion of the rules for blood transfusions in section 18 of a programme where changes in the requirement for apheresis, treatment, maintenance and distribution of blood and Annex 4 are recommended to be made in order to avoid any practice of blood transfusion related to sexual orientation.', 'But it is very important that all those who donate blood and donate blood, and I have given blood considerably in Norway, be questioned there for sexual behavior and very important for all who donate blood, whether queer or nonblood, to feel comfortable with blood transfusions and to have no discrimination on grounds of sexual orientation.']"
212,69,212_billion_estimated_million_cost,"['billion', 'estimated', 'million', 'cost', 'dollars', 'year', 'budget', '10', '2027', '400']","['The current budget contains 5.5 billion, which up to 6.8 billion in 2027 or an increase of 1,200 billion. K.', 'The estimated cost in 2023 is 10.3 billion dollars.', 'In 2020 this figure was about 5 billion, but it increased to 11.7 billion in budget by 2022, with 10 billion last year.']"
213,69,213_science_scientists_scientific_experts,"['science', 'scientists', 'scientific', 'experts', 'advice', 'politicians', 'listen', 'best', 'political', 'believe']","['This would not be the case as if it were a major matter that should reach its breath into political discussion, for there is now much political about it all, though, of course, we all listen to science and science.', ""I think it's a sin, however, that we lost, in my opinion, a little control over the discussion that you don't want to listen to science and our best people in that science and that something is political."", 'Today, science and the scientific conclusions that we are supposed to produce are fundamental and professional in our approach, but, of course, all countries are dealing with this as they take various measures, but they all look at science in some particular way.']"
214,68,214_oral_carry_authorisation_requested,"['oral', 'carry', 'authorisation', 'requested', 'rapporteur', 'report', 'permission', 'rapporteurs', 'out', 'craxi']","['The rapporteur, Senator Pesco, has requested authorisation to carry out the oral report.', 'The rapporteur, Senator Pesco, has requested authorisation to carry out the oral report.', 'The rapporteur, Senator Pesco, has requested authorisation to carry out the oral report.']"
215,68,215_language_languages_english_linguists,"['language', 'languages', 'english', 'linguists', 'learning', 'philosophers', 'expresses', 'communitys', 'crescents', 'welsh']","['It is also about having an opportunity to maintain our own language or language.', 'They are also important in the development of the language.', 'The language is very different from that of us, but it is also a very real language.']"
216,68,216_accepted_comments_request_made,"['accepted', 'comments', 'request', 'made', 'were', 'no', 'received', 'was', 'rejected', 'mistake']","['No comments were made and the request was accepted.', 'No comments were made and the request was accepted.', 'No comments were made and the request was accepted.']"
217,68,217_proceed_shall_amendment_vote,"['proceed', 'shall', 'amendment', 'vote', 'now', 'secret', 'text', 'x1', '500', '200']","['We shall now proceed to the vote on Amendment 1.9.', 'We shall now proceed to the vote on Amendment 1.5.', 'We shall now proceed to the vote on Amendment 4.3.']"
218,67,218_crisis_economic_crises_economy,"['crisis', 'economic', 'crises', 'economy', 'hardships', 'primacy', 'weighs', 'rhetoric', 'global', 'midst']","['This is despite a global crisis.', ""We're growing out of the crisis."", ""You see, that's how you deal with a financial crisis.""]"
